	151_Le	173_Le	279_Le	294_Ob	295_Ob	75_Ob	138_Ob	65_Ob	283_Ob	96_IR	132_IR	95_IR	126_IR
TTC36|NM_001080441	17.84879743	11.77666098	2.153259313	2.356343029	5.114527167	4.180915173	3.562947332	3.567642099	0	1.81367881	1.575965823	0	3.31616495
LOC493754|NR_111973+NR_111972+NR_111974+NR_111975+NR_111976+NR_111978+NR_111977+NR_111979	26.62532335	37.88837008	26.32690499	32.65843467	36.29956623	17.87760737	33.75122094	32.09195419	31.88323636	28.42012511	24.99073787	24.05087071	26.95002878
ATP1A4|NM_144699+NM_001001734	0	0.135001481	0	0.270118839	1.706618785	1.162575434	4.433576795	1.984088598	0	1.008649228	0.876448851	0.53076574	0.190073901
RNF145|NM_144726+NM_001199383+NM_001199382+NM_001199381+NM_001199380	1.904175842	1.866618486	2.625344932	2.729305538	2.369622275	1.976697324	0.971142096	1.957419142	3.314137313	0.884525601	1.537187411	3.460772546	1.415123055
ZMAT2|NM_144723	31.88612972	39.15739384	34.54186468	29.20883254	46.54219257	29.87612002	37.41094324	26.01405437	26.66012372	23.2755424	26.66008584	17.55563851	29.01644042
LINC01586|NR_120369+NR_120370	1.072386768	1.132099613	0.520321787	0.702119497	1.229158722	0	0.428136135	0.428700275	0.824169026	0	0	1.277678908	0.400665369
HMGN2|NM_005517	11.99286777	20.30980381	11.09218234	20.05464323	17.86993275	17.32351093	20.34896913	36.3567879	12.6806504	15.02985992	22.59017518	20.74002846	12.62635152
NDUFA3|NM_004542	483.6191684	633.7839018	504.3005797	491.686868	447.2783591	502.6132734	650.2529202	331.1104114	294.873243	388.6190715	469.2237433	847.8892737	487.476199
ACSL3|NM_004457+NM_203372	18.27204371	26.61458917	31.25110876	23.08401783	26.19229341	26.87225636	23.41937057	31.25209026	38.25682631	32.71528422	23.26762791	23.03927658	22.97096053
ACSL4|NM_004458+NM_022977	11.16526916	12.30394877	10.58667891	9.516378639	22.81101347	14.49919263	11.88689337	11.43271856	20.36220935	13.21642049	9.547095429	6.910521656	13.3927365
FLOT2|NM_004475	34.39216076	37.49112177	36.80011425	30.20317578	36.16351215	30.47286406	31.04312311	35.26841584	22.17302764	34.33930361	32.74320153	37.62538237	33.89367189
SORBS1|NM_015385+NM_024991+NM_006434+NM_001034955+NM_001034956+NM_001034957+NM_001290297+NM_001290294+NM_001290295+NM_001290296+NM_001290298+NM_001034954	325.2612632	317.4051506	330.6133579	326.5743723	286.3360136	372.4387239	298.9777828	332.1747356	290.6571211	329.0096779	263.6535904	211.629023	295.1352883
CAB39|NM_016289+NM_001130850+NM_001130849	10.65131107	8.572572945	15.39921284	12.03684494	8.491081369	8.008972009	9.327761307	9.245214204	12.45721056	11.34934034	6.03784848	6.79983733	7.622945073
ERH|NM_004450	73.70148763	77.15697001	41.49257698	75.24411481	82.22319932	77.11204012	58.84867476	46.15887041	61.21590039	54.91981914	79.82531706	71.37573341	71.20438861
ESRRA|NM_004451+NM_001282451+NM_001282450	10.81829293	4.897103839	3.654299526	8.283545909	2.727959623	5.574986411	5.182871248	3.892275398	8.765087265	5.716280065	5.731229787	7.857679845	6.833840179
ETFDH|NM_004453+NM_001281737+NM_001281738	80.58732039	67.90261916	51.69551876	61.11175645	68.93318343	76.51578492	53.87176365	67.39834712	60.33752971	79.33566029	52.41193967	68.33520771	74.14316013
SELT|NM_016275	27.6285548	28.86935108	30.47386055	28.88174088	37.61331348	30.64167267	30.16458289	36.06487125	31.28890405	31.39742742	26.28656542	21.64718186	28.91334475
TOB2|NM_016272	28.01948122	43.57312532	14.14500193	26.97457609	22.03627141	22.21425792	23.92169624	19.98973505	27.74281126	28.55918091	40.34506626	38.01922085	42.28709196
R3HDM2|NM_014925	10.39869756	20.38719396	16.72649933	16.34290343	10.55672278	12.52696326	8.896160383	12.47103555	7.115560968	11.47217909	9.618783897	9.248466139	7.727982017
CNPY4|NM_152755	3.775575435	5.580130844	5.101390252	9.17129215	2.077212415	7.075148087	5.426453553	13.88587637	5.079108167	11.66294301	5.333852094	7.051689968	5.050598115
CSRNP1|NM_033027	18.8264763	7.00504391	2.382904045	5.378271121	6.508989193	4.915984617	15.03243987	5.922195765	5.661637915	11.03909037	19.83848121	22.41686106	28.21184401
TRIM33|NM_033020+NM_015906	3.324036689	2.193203958	4.124655095	3.925307101	1.469562473	1.89094582	1.516659861	1.423742165	2.395539556	1.640582611	1.173987936	0.739088731	1.411610615
MGAT5|NM_002410	0.12079986	0.382578783	1.865364787	0.510323964	1.107676491	1.018664866	1.446832059	1.158990798	0.738665917	1.865784313	0.597299694	1.378785379	1.615943201
MEIS2|NM_002399+NM_170677+NM_170676+NM_170675+NM_170674+NM_172316+NM_172315+NM_001220482+NR_051953	4.727329564	7.375832064	2.433279339	1.998558347	2.424400805	3.627458307	2.631584648	3.29699921	3.004358977	0.768576818	3.518203363	2.671711877	1.405280522
MEIS1|NM_002398	8.660677798	10.28578975	4.477777091	6.860135369	5.247012876	11.88228973	9.879030325	14.83807135	5.579528443	14.83499181	5.025156033	11.55404216	8.505164742
WIPF1|NM_003387+NM_001077269	3.262545012	2.984982576	2.309060429	2.23520579	2.716892886	2.241714625	2.778725643	2.260689494	1.728981055	1.032263638	2.242420494	1.354110347	0.969847965
MLLT10|NM_004641+NM_001195627+NM_001195630+NM_001195628+NM_001195626	4.592258929	4.474580473	3.716967032	5.379925708	2.509215859	2.749748216	2.298507338	2.659358097	4.632636808	4.017623961	2.055797743	1.792149621	2.567165471
C1QB|NM_000491	2.827341551	0.497462354	0.909566343	0.497675849	6.481339814	1.76607606	35.36839174	3.014042162	1.728860313	0.766122869	0	0.977900288	2.101190513
FBL|NM_001436	13.51299378	20.50655114	8.150963621	11.59563368	20.13499146	9.495880208	7.417963853	8.102987168	11.36150606	8.925167019	11.93134521	8.763329623	13.18068693
MARCH6|NM_005885+NM_001270661+NM_001270660	28.31560848	37.5867788	32.38839581	50.72792723	33.70517854	37.53599083	34.58378975	33.20393796	28.37638151	45.26869994	23.77907523	19.8048267	22.13439193
CORO2B|NM_006091+NM_001190456+NM_001190457	10.25991572	9.875515279	5.242213952	4.780525903	1.383507087	10.74412024	4.337083812	1.688866134	6.18146355	7.113843055	3.410457802	2.504911673	5.830762874
ZNF207|NM_001098507+NM_003457+NM_001032293	50.7539792	41.95039118	45.17667085	42.23785383	62.21886729	38.75690591	42.30314515	43.54877127	68.06500052	37.63916756	48.42992406	40.19037439	44.33607059
MEIG1|NM_001080836	0	0	0	1.662635475	1.443524003	0	1.257007693	0	0.481314711	1.27973164	1.112001373	1.633484642	0
UTP14A|NM_001166221+NM_006649	4.996442648	4.260298689	2.765021145	5.187090708	7.4008799	6.902683895	3.594811934	4.916656276	4.880219031	6.986888107	5.203833827	4.785599536	4.570089365
HOOK2|NM_001100176+NM_013312	156.8067077	132.4304389	103.9294814	166.8062664	143.0912571	168.8718825	131.8434048	118.7247875	137.8188585	141.273057	136.1176796	124.6755271	119.9034199
TK2|NM_001172643+NM_004614+NM_001272050+NM_001271935+NM_001271934+NR_073520+NM_001172645+NM_001172644	68.11426158	71.82847826	85.96529442	59.63035202	58.17868457	76.46651843	75.81771321	58.53755697	86.46463678	78.28572478	87.44206639	75.86341715	94.96725517
TRABD|NM_025204	14.87560263	11.44141925	7.383399876	6.284259354	8.573846672	7.5662818	11.87777248	6.45642984	8.706286624	7.600997863	11.40822143	14.5531839	11.6867944
SPSB1|NM_025106	9.785486255	17.49497055	5.788308622	6.334230435	9.696433693	5.915249942	5.040935567	7.066608956	10.61610087	7.954700202	11.37152511	10.80866883	8.914386699
CENPT|NM_025082	23.07689668	22.14715349	10.12353259	16.61749375	19.04436176	18.477149	16.08112348	19.79242639	12.05852542	11.59671645	20.74629635	24.38037022	20.89183919
PTPRU|NM_001195001+NM_133178+NM_133177+NM_005704	1.058540919	2.048718459	4.4269754	2.701742426	2.183919752	2.975440652	2.39478073	0.987385513	5.016386408	2.438073123	3.734555929	3.11202355	5.768942791
C9orf116|NM_001048265+NM_144654	5.821981419	0	10.52174251	1.537199958	9.996703624	4.091235371	2.324348545	6.537382306	11.57006517	8.282286873	8.663445602	9.061490246	8.65342365
KRTCAP3|NM_001168364+NM_173853	2.184050962	1.987205777	1.211143903	2.650744829	1.150707369	0	1.002025607	0	1.695725618	8.16112029	0	1.302134783	0.932621756
HMGB3|NM_001301231+NM_005342+NM_001301228+NM_001301229	0.851463635	1.048687494	2.465271299	1.199014351	2.992879266	2.393369465	1.586365743	0.680766874	2.256159668	2.999366988	1.603845972	0.883494108	1.265561503
CGGBP1|NM_001195308+NM_001008390+NM_003663	19.51420246	23.52704544	13.26896915	16.62823002	12.30183837	17.11294934	18.06045716	14.18372924	19.32255838	21.09091403	12.68764371	9.433862549	12.85434325
XPNPEP3|NM_001204827+NM_022098	9.189245292	9.700922599	5.126278063	8.34546631	12.04934452	8.728798615	7.149085312	5.464034637	4.83175942	9.585799732	3.751911801	5.268365836	1.825981517
UQCC1|NM_001184977+NM_018244+NM_199487	40.882893	37.2530056	25.64286277	26.86622689	23.31896105	31.49584159	34.8063839	37.50765934	34.30423176	30.05905609	28.15193528	47.13425684	36.73993411
VIPAS39|NM_001193317+NM_022067+NM_001193314+NM_001193316+NM_001193315	15.31981133	16.17285323	7.841348157	14.58753326	12.29158722	14.0833999	7.645288128	13.31679045	14.87129487	8.916379616	12.44454631	5.96104263	9.67741773
CALCRL|NM_005795+NM_001271751	12.30892676	18.29432434	8.402024187	5.655796955	4.397412683	6.925730661	4.46743189	5.384518869	8.94400814	4.406421549	4.525047325	3.151523984	6.347770647
ZNF181|NM_001145665+NM_001029997	3.337567367	2.818728344	0.322112368	4.934891589	1.683213623	3.439894416	1.598975186	2.93531718	3.979662852	2.713135262	2.121780097	0.346312042	1.486711552
TXNRD3|NM_001173513+NM_052883	2.833156733	2.659141026	1.171847711	1.282370019	2.597868167	2.275339457	3.554886009	2.788493516	5.939712603	0.329013688	1.429454665	3.779659033	1.503937265
TSFM|NM_001172696+NM_001172695+NM_001172697+NM_005726	32.85101941	39.22846382	22.86909662	46.09957248	54.00897138	25.73425374	39.67886269	28.26574709	37.91251609	25.82928788	26.62838804	30.17521192	29.21655672
RBCK1|NM_006462+NM_031229	19.94903409	25.4019472	15.81499422	18.43526844	14.69917183	13.38627744	12.515464	21.93092155	11.8716744	12.53080862	18.87221737	18.48167815	16.14919341
ZNF79|NM_001286697+NM_001286696+NM_001286698+NM_007135	5.660104659	2.240726882	1.82087682	0.996306013	3.027525175	6.187192641	3.221261172	4.148281422	3.55237678	2.30057222	2.998565544	2.936513618	1.402136718
RNASE4|NM_001282193+NM_002937+NM_001282192+NM_194431	412.3297426	443.6120945	313.4855646	433.3943529	332.9040787	500.8354424	421.1429371	373.1616387	252.8541558	384.5347828	265.6373716	230.6904584	223.2313087
IGFBP7|NM_001553+NM_001253835	148.1611072	176.237794	49.34229108	68.32145397	68.88503356	23.46278165	15.82923419	43.37919863	70.81911227	23.74899888	23.70105597	12.24589434	60.48220677
IFNGR1|NM_000416	91.42982424	126.4079999	98.09415582	118.1294662	125.9678965	129.586664	97.09198571	123.1947082	120.7543689	119.9748413	109.1675877	96.79552269	97.955123
ADM|NM_001124	283.4169848	65.98040305	369.682085	430.3637815	455.9243462	465.5843006	319.1929912	515.0429367	167.4384904	420.0377042	327.8305936	444.9704625	475.9791188
MAP3K11|NM_002419	3.579874945	4.505981421	2.391907461	1.308749587	0.883769593	2.838177649	2.638555191	1.761354613	2.357404827	1.343127246	2.334175847	2.857340893	4.092999152
AKR7A2|NM_003689	86.4071851	53.14470671	85.20542441	70.22873212	66.1408478	61.60024747	60.29461299	78.99690573	74.31524871	57.10906279	53.60449537	93.16600548	72.87015345
HDAC3|NM_003883	23.26996584	24.0316518	14.64659016	19.76783823	17.85850711	25.12095645	24.23536683	23.05393586	18.25036502	23.85103957	25.7275382	19.94614922	24.0605219
NMI|NM_004688	11.30936621	17.90864473	9.630702453	16.15982755	25.01034658	14.9597031	12.21736686	15.9566938	14.4410685	16.76457101	13.62746781	13.11536857	13.8431375
KCTD7|NM_001167961+NM_153033	3.291532284	1.60375939	2.199250183	2.777368208	2.32204168	2.135106879	2.426031559	3.643842381	1.786705768	3.293185199	1.967321206	2.627195067	2.069829667
TIMM17B|NM_001167947+NM_005834	61.82780659	71.45996009	39.09460298	50.09973222	46.42970862	45.94476776	57.02838637	40.90999212	39.43599962	41.59474774	54.21458705	60.83536313	53.07839833
PYCR2|NM_001271681+NM_013328	27.22294079	30.49829053	11.79611505	20.24312672	17.18203775	34.51886646	28.90955683	19.9886647	22.08177317	34.07936439	30.95872435	32.95442231	37.98515836
DLGAP1-AS1|NR_024101	14.86276223	16.21336517	4.78140663	9.418253254	10.90274927	33.42205572	21.36153557	23.76631433	8.179442663	16.91488195	14.69790335	23.64686981	16.93648425
TRIM25|NM_005082	1.21728597	3.579829833	1.846139958	2.571237258	3.109393565	1.303487739	2.221646682	1.946502308	1.807694877	2.261809191	2.333866438	2.887035422	2.197003018
WDR35|NM_001006657+NM_020779	0.853969212	1.277153458	0.686812717	1.352860487	0.326270252	1.200206181	1.704679173	0.910360196	1.000853316	1.73549604	0.502676738	0.738411617	1.057738028
SLC48A1|NM_017842	39.95926262	28.6991426	35.72016356	44.27791321	28.98220711	55.85363077	39.49071667	45.82769291	39.35517236	44.99722637	49.51071856	42.82188029	40.16323945
LRRFIP2|NM_017724+NM_001282691+NM_006309+NM_001134369	13.8270233	12.62995863	13.31956132	15.54299738	16.24048991	16.19622954	11.82610727	14.199956	16.33965522	14.77623772	9.791499405	7.684027993	10.75683025
EIF1B|NM_005875	69.08129095	55.7377434	47.62223454	64.62099408	109.4949987	66.5759371	51.21960143	59.17741345	46.46594342	44.12314898	63.4353906	32.7680001	81.40902231
RUNDC3B|NM_001134406+NM_138290+NM_001134405	1.512551819	1.923521293	0.729890359	1.154608084	0.809046569	1.889606361	1.006443515	0.604661862	0.817046659	0	1.424546981	0.78472552	0.562040199
WRN|NM_000553	0.743699818	1.373943644	1.435506065	1.963618994	0.93766322	1.393638252	1.187648992	1.040562175	1.705338404	1.813678628	0.262660944	0.385838209	0.552694103
ADH5|NM_000671	96.86977685	110.4918119	105.310696	121.906741	113.3283415	90.0678805	81.49686806	121.3677807	125.3896539	83.57357232	100.4094035	110.5267098	88.54009423
IFIT2|NM_001547	2.815207038	5.79532967	5.705674535	6.54112669	5.937241072	7.649459056	5.170096019	14.18022754	5.508608999	6.178961782	6.959951371	6.426441723	5.439648572
TSC2|NM_000548+NM_001114382+NM_001077183	7.613196066	9.759354536	6.297926464	7.274796698	5.73433851	5.434881625	6.947353456	4.927526311	6.151660176	8.399123847	7.042198053	5.642564498	6.062020398
TMEM246|NM_001303108+NM_001303107+NM_032342	6.641339963	12.14266579	10.83793135	17.00723885	8.686043214	7.419360006	4.907105421	9.39447532	8.174503334	7.963361652	7.257172634	12.10586444	7.593281679
IFIH1|NM_022168	0.546619367	1.875433074	1.582645436	1.154607969	1.002447225	1.792567201	0.654691507	2.840734737	0.752054236	0.666526896	0.772223176	1.417955418	0
XYLT2|NM_022167+NR_110010	7.801968052	5.795984817	5.019844556	5.188106556	4.901834446	7.58090141	5.454247487	2.07929076	4.770740683	6.107383419	9.389145223	5.996639654	5.368680978
ACP2|NM_001610+NM_001302489+NM_001302490+NM_001302491+NM_001302492	38.6281812	32.66705139	29.82439259	29.91148875	36.06886696	44.22721834	42.71548424	35.43956508	37.83153535	36.09791055	37.04695777	56.28115251	41.31595063
LOC103344931|NR_120684	0.232219698	2.206351794	1.79294267	3.310948034	2.1293427	0.652743713	0.927106217	0.185665566	2.342958678	1.510186028	0.328062713	0.481910739	1.380626478
MOAP1|NM_022151	41.11518446	30.29724796	24.35846514	30.95514951	26.50243179	32.42068465	26.00346903	38.73112764	27.5058314	31.43734635	36.51845635	19.85254917	28.74032203
SRSF8|NM_032102+NR_103726	5.583216027	4.688490099	5.878280703	7.370789216	4.149965511	5.936745101	4.458049115	2.637772943	9.132581343	5.518621954	4.481563587	2.113236226	4.715078168
TNMD|NM_022144	19.70749348	19.6490249	345.8808202	131.4351579	254.9993719	324.8505632	285.5776009	131.8889399	511.4861453	183.9376894	599.1031138	168.8923753	312.4476528
NUBPL|NM_025152+NR_120408+NM_001201573+NM_001201574	17.05280823	22.77854157	17.3001738	19.35720593	19.7670267	14.79976298	18.24058743	18.84386565	21.08181902	12.95275025	13.86365349	16.18880384	14.58602754
COQ10B|NM_025147	36.38590921	27.09884591	33.19225991	32.11143743	36.5634246	33.15821223	33.43105566	23.9107904	38.55516146	28.76803016	35.55982102	26.37655671	39.63522286
RBM26|NM_022118+NM_001286632+NM_001286631	3.25229489	2.92847953	2.769552582	4.445117204	2.894485958	2.151020891	1.8330853	2.294375863	4.094403776	2.643816581	2.837841343	1.389557711	1.421766087
TSPYL2|NM_022117	12.52508308	10.10052629	3.357805028	7.716439395	5.263911345	9.453627794	7.500708917	4.728891468	7.446081548	9.333262051	8.109981727	5.415105557	12.66955468
TBL1Y|NM_033284+NM_134259+NM_134258	3.312844646	0	2.797605569	0	0	0	0	8.277199118	0	4.712816436	0	0	0
ADAMTS10|NM_030957+NM_001282352	0.691113224	0.851195243	0.801121415	1.982796551	1.901152545	3.45358634	4.598629174	1.289312814	3.028642675	1.872704929	2.929060044	1.434223228	2.05445366
MRPS36|NM_033281	26.65232126	42.20457134	30.72404233	33.23081625	24.09946488	29.82794827	27.19260434	26.63651256	28.52034124	18.65673479	21.44095951	29.19131696	28.06014238
SEC11C|NM_033280	20.15702658	33.91406602	40.12340543	34.59388792	27.14693828	47.21596433	26.15412933	31.22485932	27.34742678	23.55459965	29.36623345	40.5233866	30.89637881
XRCC6BP1|NM_033276	33.92809862	29.54926381	37.65604659	49.26990901	22.16618216	28.61043218	32.50881964	9.494232809	32.15680183	15.1692328	24.56468551	22.00275649	23.32321469
BTBD6|NM_033271	21.79390237	22.72685613	47.71022376	40.70133846	27.78257578	29.38498971	22.49507509	15.72480176	23.56518102	28.95125218	29.66238428	37.50572891	37.5285604
GRIP1|NM_021150+NM_001178074	0.196194389	1.035594611	0.378698808	1.036039055	0.269851197	1.286788021	0.469967981	1.098036895	1.799531573	0.318975982	0.415753255	0.610724567	1.300578792
CALCOCO2|NM_001261395+NM_005831+NM_001261393+NM_001261391+NM_001261390	69.74518697	67.42249683	57.51166741	75.77702925	35.77446097	72.60961272	75.31975075	92.51112081	60.94866489	62.12711317	55.49436511	46.85953701	59.57748222
IARS2|NM_018060	43.80347925	59.1202259	37.19149884	42.30959885	48.55471341	42.34103907	46.92970395	48.0998326	57.80794468	54.53914077	40.53682098	38.25962548	40.5886776
ICE1|NM_015325	1.237940186	2.156337822	1.433699942	1.961148412	2.270262964	2.20381761	0.988462265	1.088741199	2.422318627	2.113296147	1.22420886	0.770705512	2.02399529
SIN3B|NM_015260+NM_001297595+NM_001297597	3.699660071	3.905665248	5.532650584	5.141238729	2.678218391	1.246686724	3.728254966	1.556827635	4.022604624	1.741174555	2.613302258	4.242922209	3.617723622
SMG1|NM_015092	1.531146685	2.101325573	2.18703571	2.846092472	2.049822056	1.492012717	1.613805395	0.979352635	2.621539822	1.294468668	0.778712446	1.207446631	1.092383639
OSTCP1|NR_028496	0	0	1.601327592	0.876178054	1.521420745	1.554623446	0.662419737	1.326585167	2.029151397	1.348789671	1.172008193	0	0.616538194
SLMO1|NM_001142405+NM_006553	2.292172067	4.234659151	2.765251199	2.420843732	2.62726413	0.536920037	1.372678756	0.91632499	2.978432619	5.589975132	2.833433901	4.162198781	4.258673841
CD164|NM_001142404+NM_001142403+NM_006016+NM_001142402+NM_001142401	408.661022	477.10994	480.9226846	491.6950842	455.8709723	572.7862227	371.4059739	486.5067047	683.4318492	459.6810753	400.2608682	374.1238549	413.2698078
POU2F1|NM_002697+NM_001198786+NR_037163+NM_001198783	1.142799148	1.425120857	1.529436243	1.999011716	0.916905269	0.66922524	0.517647688	0.856590976	1.266571037	0.522557205	0.958586586	0.676281278	0.802989286
TUFT1|NM_020127+NM_001126337+NM_001301317	10.78773273	7.894868391	16.0041053	10.81717754	13.26753928	13.40475643	10.38494709	11.41553015	14.45403703	5.022024994	17.70541756	13.83264634	16.74159244
GATA6-AS1|NR_102763	4.952591577	3.195110554	0	1.162357015	1.009175058	0.515599387	1.757561092	0	1.345958365	2.684000923	0.777405882	0.570988759	0
ZDHHC2|NM_016353	3.433401804	3.754030464	7.100602656	4.014651337	4.160205954	7.812641555	2.937299881	5.88234051	6.598282433	4.385919754	9.527678766	7.125119947	3.46287928
ZHX2|NM_014943	5.86872823	6.672089711	4.356904161	6.078975197	4.553442314	4.652814287	3.78486487	5.233605212	4.96883735	8.440533301	2.869927839	1.87369195	4.193704396
TBC1D9B|NM_015043+NM_198868	47.32949854	47.52759608	40.85044928	42.56967784	37.40065213	44.88678807	42.86091444	24.61212371	43.88208528	42.38454176	49.7399924	39.92678734	47.32732502
NEK1|NM_001199399+NM_001199398+NM_001199397+NM_012224+NM_001199400	2.110053048	3.277269019	3.172340518	4.594677082	2.846592898	2.531001763	2.770409494	3.691263329	3.126580344	6.680114179	1.379716557	2.273781517	1.492828004
TRAF3|NM_001199427+NM_003300+NM_145725+NM_145726	2.427526599	1.42809541	2.570620633	2.813067601	3.130596609	1.247823096	2.040331926	1.490702498	1.832292584	1.840437016	2.021800398	1.520060492	2.32052458
PLA2G12A|NM_030821	9.773366325	10.81360573	8.344033246	10.42124671	7.755322367	10.56609402	7.503627584	9.767569297	7.700115963	9.472703163	8.496667609	6.240629004	6.844221705
USP48|NM_032236+NM_001032730	12.66917161	16.55253018	17.03440691	10.70291826	13.93142368	12.52353919	12.30218979	16.61513707	16.51229308	16.91941274	7.616030301	5.913575839	9.529703598
MRPL53|NM_053050	153.2203293	190.2964387	150.7741607	134.0579176	154.2697408	137.9318885	158.3253964	97.28223716	87.26125491	118.4484438	170.832272	211.978923	156.2900791
NOSTRIN|NM_001171631+NM_001171632+NM_001039724+NM_052946	1.061396828	0	0	1.673344882	0.486624866	1.491734148	0	0.848613812	1.622554987	1.294226982	0.374865619	0.550662298	1.971991096
TMEM203|NM_053045	4.426352197	6.341685893	9.764393438	4.006994236	2.899108297	3.554852327	5.049034756	7.583531531	6.959884964	6.682403327	4.466586493	11.81021994	7.518913095
RBM33|NM_053043	5.52707621	5.784535612	4.230606687	5.686374354	3.276764535	3.03576929	2.967512108	2.819041661	4.16634405	2.556364657	3.702183749	2.373101174	2.903611258
COMMD7|NM_053041+NM_001099339	31.97207616	47.63436689	46.78260095	44.11473843	50.35878746	57.98061028	44.88136744	39.58062914	60.22740425	55.33430834	45.8962831	65.8145345	62.8507049
ARID5B|NM_032199+NM_001244638	25.21062986	23.50939811	23.79037126	27.86402843	31.5289273	26.82387463	32.43109477	33.9301774	15.27432984	43.49265895	26.61284425	39.23851008	28.83222216
ANTXR1|NM_032208+NM_053034+NM_018153	1.335706581	1.057561237	2.780121531	2.776026186	2.425825524	1.877261232	0.799894595	1.669612437	9.568559955	1.900161523	0.972260511	1.964261098	1.613063954
ATG4A|NM_052936+NM_178270	9.247320112	11.71467822	17.84938564	16.8401119	13.77893932	17.32879241	15.5058519	17.00497829	14.70181311	15.03444255	14.37031925	10.5887077	12.71378323
NT5C3B|NM_052935+NR_033465+NR_033464	35.65865935	29.58327053	28.05397691	28.59398258	19.37616112	19.18029837	28.47248969	23.75833905	45.30329558	30.37338057	31.55195298	30.14820647	40.62302064
TOMM20|NM_014765	22.38151971	26.389462	22.44223957	26.40078487	26.11989519	19.88126864	21.12032867	15.3382246	29.9488659	22.4472869	20.32646528	16.58819337	17.28128327
B3GAT3|NM_012200+NM_001288721+NM_001288723+NM_001288722+NR_109991	12.66843167	22.15390155	12.22644543	15.51438495	20.34216489	14.6064499	18.67127515	11.57569595	19.36620351	9.807875845	21.59966104	21.15268046	17.03626372
RANBP3|NM_007322+NM_007320+NM_003624+NM_001300865	24.04422406	20.87422626	11.6026751	17.45767423	14.57959389	23.41783018	18.69344425	14.85223676	16.73381298	15.61272757	22.57076968	17.07017883	20.45519303
PSEN1|NM_007318+NM_000021	11.65545737	9.142896448	8.124142418	7.351649949	10.46483652	11.67911503	10.46989379	12.78815031	11.92794149	13.15946488	9.60514513	6.8868121	11.0462587
CCDC18|NM_206886	1.138263373	1.201644371	3.295652228	3.726696243	3.131197948	1.279812638	1.999520567	1.274098804	1.670458276	2.775910256	0.643221526	0.708649631	2.19939516
DDO|NM_004032+NM_003649	2.302901954	2.712014085	4.958680219	0.608043986	4.122335447	1.80527096	1.025626381	3.594422343	2.55266451	7.48818982	4.473381768	1.999206073	2.13930456
WASF1|NM_003931+NM_001024936+NM_001024935+NM_001024934	0.991516486	2.616815741	0.956923677	1.22170477	1.363759241	2.69821962	2.013144928	2.51974697	1.369594707	4.86765318	1.942548983	1.028815486	1.473727172
PTPRG|NM_002841	5.320923995	5.456713682	2.34755836	1.525324186	1.533409691	3.845963919	3.641671291	4.618861735	4.462126941	3.460337408	2.255101673	2.208434891	2.598567761
NNT-AS1|NR_073113	7.649484612	9.421328784	7.997820304	9.761992548	5.845173905	5.674099164	6.616902187	6.625621041	7.893281404	6.218327348	5.178173418	3.968621975	5.921723126
HSBP1L1|NM_001136180	49.85168623	36.00831501	31.65290873	33.2527095	47.51599844	35.6464792	27.23516668	54.54210696	24.06573556	18.12953157	42.62671931	31.30845563	33.14838153
LAIR1|NM_001289027+NM_001289026+NM_001289025+NM_001289023+NM_021706+NR_110280+NR_110279+NM_002287	85.14235076	79.94080784	104.9421514	65.69052956	61.02537608	78.72330691	72.67119326	45.96574509	129.4753641	87.47227804	95.51663152	59.26733603	102.9665396
PAFAH2|NM_000437	4.121397067	4.350885484	3.712432747	5.948762084	5.920625188	7.980631893	7.020428332	9.446131019	6.300370592	8.040760097	8.539524649	5.987010869	4.69643364
SLFN12|NM_001289009+NM_018042	0.444520792	0.234636342	0.429012	0	2.013027895	1.49597031	1.419752049	2.487478274	1.659544147	1.445418058	1.648223379	0	2.023122565
ZNF271P|NR_024565+NR_024566	9.199048164	11.73445284	14.79684085	10.22145153	12.74049112	15.0835417	14.99643966	15.9355591	12.01177393	18.07178495	10.69440355	14.71536125	11.39406776
FAM179B|NM_015091	2.99493469	2.662483549	2.434058986	2.247434607	3.179822981	3.544601231	2.01378996	1.890415742	2.698816869	1.665783335	2.115510463	1.144904727	2.694317345
RAB3GAP2|NM_012414	6.846726409	8.290903477	5.312195079	6.663926467	5.970367816	6.792489015	5.788513287	4.508108906	7.634443333	6.65708402	3.887984062	5.850589691	6.68459038
CUL9|NM_015089	1.012909391	1.804461308	1.099766485	1.604653978	0.870739772	1.186323129	0.808781169	0.303692577	1.50972154	0.823402162	0.894351896	0.919636508	0.752762114
QPCT|NM_012413	1.155507763	1.219848966	1.115193496	1.525465608	2.383976077	8.661343075	5.535853022	3.695431611	14.83794618	6.575250647	11.83501168	2.997439522	4.293683491
PTPN22|NM_012411+NM_001193431+NM_015967	1.194179819	0.630337183	2.144143058	0.157651926	0.684378334	0.279725541	0.238380194	0	4.541713427	0.485379173	0.843524204	0	1.298782188
CEP131|NM_014984+NM_001009811	3.082615625	0.861040117	1.622763763	1.62782952	0.997184307	0.262572402	0.223762406	0.869483287	1.456556197	0.683422622	0.791798187	2.326238453	2.915693585
KIAA1328|NM_020776	1.648789205	1.414235388	1.19344871	1.197174281	0.566947586	1.158640715	1.316514263	1.97737348	1.134225187	1.005235469	1.310223785	1.496961881	1.072161835
